gene	logFC	logCPM	LR	PValue	FDR
fig|6666666.230262.peg.4109	-0.940585399	6.991184596	24.15810227	8.87E-07	1.33E-05
fig|6666666.230262.peg.964	0.582009549	7.530022994	24.15506862	8.89E-07	1.33E-05
fig|6666666.230262.peg.4076	0.853716657	6.701808599	24.08786851	9.20E-07	1.37E-05
fig|6666666.230262.peg.3346	0.904255473	5.799465392	24.08316587	9.23E-07	1.37E-05
fig|6666666.230262.peg.3222	-0.549340073	11.8990168	24.03686572	9.45E-07	1.40E-05
fig|6666666.230262.peg.4155	1.11465693	5.194021305	24.00196994	9.62E-07	1.42E-05
fig|6666666.230262.peg.3573	0.487126795	11.1826857	23.83445905	1.05E-06	1.54E-05
fig|6666666.230262.peg.501	-0.831998901	6.689366917	23.77221486	1.08E-06	1.59E-05
fig|6666666.230262.peg.3737	0.481309834	8.60592488	23.63587371	1.16E-06	1.70E-05
fig|6666666.230262.peg.1320	0.865155718	6.227736152	23.60269007	1.18E-06	1.72E-05
fig|6666666.230262.peg.1703	-0.443256965	9.594876569	23.5039512	1.25E-06	1.81E-05
fig|6666666.230262.peg.4177	0.551901352	8.210696479	23.46497076	1.27E-06	1.84E-05
fig|6666666.230262.peg.3716	0.564999476	8.62999015	23.43995766	1.29E-06	1.85E-05
fig|6666666.230262.peg.684	-0.765854045	6.898913136	23.4046314	1.31E-06	1.88E-05
fig|6666666.230262.peg.1477	-1.740538001	5.067375542	23.37066222	1.34E-06	1.91E-05
fig|6666666.230262.peg.3715	0.768196717	8.533266903	23.16130083	1.49E-06	2.12E-05
fig|6666666.230262.peg.318	-0.505866718	8.658334849	23.00938669	1.61E-06	2.29E-05
fig|6666666.230262.peg.556	0.587455054	7.380353329	22.90685588	1.70E-06	2.41E-05
fig|6666666.230262.peg.1117	0.497753466	8.399627082	22.89195956	1.71E-06	2.42E-05
fig|6666666.230262.peg.4018	0.412298816	9.305986756	22.79255393	1.80E-06	2.54E-05
fig|6666666.230262.peg.756	-0.740270877	7.639144016	22.72722363	1.87E-06	2.61E-05
fig|6666666.230262.peg.2754	0.466102364	8.51411029	22.72456916	1.87E-06	2.61E-05
fig|6666666.230262.peg.79	-1.301045503	5.351636552	22.70106598	1.89E-06	2.64E-05
fig|6666666.230262.peg.2143	0.440148209	9.078634564	22.6697582	1.92E-06	2.67E-05
fig|6666666.230262.peg.2817	-0.650275875	7.155854064	22.6342869	1.96E-06	2.71E-05
fig|6666666.230262.peg.2242	0.579084842	7.769507076	22.59305394	2.00E-06	2.76E-05
fig|6666666.230262.peg.847	-0.561827543	8.193813598	22.59145782	2.00E-06	2.76E-05
fig|6666666.230262.peg.2811	-0.805329557	6.612189315	22.57045822	2.03E-06	2.78E-05
fig|6666666.230262.peg.424	-0.693165009	7.697350677	22.55062177	2.05E-06	2.80E-05
fig|6666666.230262.peg.2393	0.571704506	7.725372088	22.4801529	2.12E-06	2.89E-05
fig|6666666.230262.peg.3750	-0.795316405	6.548654348	22.39196443	2.22E-06	3.02E-05
fig|6666666.230262.peg.561	-0.735086229	6.917445001	22.38740358	2.23E-06	3.02E-05
fig|6666666.230262.peg.1351	0.535614843	8.022891286	22.29778741	2.33E-06	3.15E-05
fig|6666666.230262.peg.3897	-0.636004993	7.388665797	22.29345295	2.34E-06	3.15E-05
fig|6666666.230262.peg.2876	0.753147642	6.78216809	22.22986249	2.42E-06	3.24E-05
fig|6666666.230262.peg.3302	0.621312174	7.202508485	22.12397393	2.56E-06	3.42E-05
fig|6666666.230262.peg.2401	-0.590164005	9.179368027	22.10748271	2.58E-06	3.44E-05
fig|6666666.230262.peg.3980	0.757083132	14.27545788	22.0933143	2.60E-06	3.45E-05
fig|6666666.230262.peg.2203	0.649396721	7.226413254	22.05995819	2.64E-06	3.50E-05
fig|6666666.230262.peg.1636	0.619779714	7.370904576	21.83254131	2.98E-06	3.93E-05
fig|6666666.230262.peg.2475	-0.442594261	10.93115947	21.82503295	2.99E-06	3.93E-05
fig|6666666.230262.peg.1095	0.53879805	7.568391881	21.73685419	3.13E-06	4.11E-05
fig|6666666.230262.peg.3913	-0.647118869	7.092449675	21.72258227	3.15E-06	4.12E-05
fig|6666666.230262.peg.4101	0.962908306	11.98706067	21.6280443	3.31E-06	4.31E-05
fig|6666666.230262.peg.4307	0.67209256	7.0062612	21.62674615	3.31E-06	4.31E-05
fig|6666666.230262.peg.2111	0.650124939	8.108154098	21.60563182	3.35E-06	4.34E-05
fig|6666666.230262.peg.4293	-0.619903025	7.170908849	21.58317575	3.39E-06	4.38E-05
fig|6666666.230262.peg.96	0.569298685	11.90793374	21.51610619	3.51E-06	4.52E-05
fig|6666666.230262.peg.2597	0.70259152	6.660814034	21.46622843	3.60E-06	4.61E-05
fig|6666666.230262.peg.83	0.663554934	9.227251362	21.46447416	3.60E-06	4.61E-05
fig|6666666.230262.peg.3119	-0.765687128	6.862718191	21.46429672	3.60E-06	4.61E-05
fig|6666666.230262.peg.3491	-0.686056702	7.308776497	21.37308747	3.78E-06	4.82E-05
fig|6666666.230262.peg.1817	0.531524513	7.54174755	21.360099	3.81E-06	4.84E-05
fig|6666666.230262.peg.1080	1.116967763	5.131138699	21.29275578	3.94E-06	4.99E-05
fig|6666666.230262.peg.3613	0.66256512	7.006053314	21.22543949	4.08E-06	5.16E-05
fig|6666666.230262.peg.1756	0.5232861	7.87347978	21.19842153	4.14E-06	5.21E-05
fig|6666666.230262.peg.1195	0.672087689	6.644175086	21.18074592	4.18E-06	5.25E-05
fig|6666666.230262.peg.1671	0.587429558	7.60030598	21.1458173	4.26E-06	5.33E-05
fig|6666666.230262.peg.352	-0.664056882	7.214592853	21.09803032	4.36E-06	5.45E-05
fig|6666666.230262.peg.168	0.593635774	9.277669977	21.07354544	4.42E-06	5.50E-05
fig|6666666.230262.peg.2923	-1.05884297	5.649691993	21.00530267	4.58E-06	5.69E-05
fig|6666666.230262.peg.4052	0.802110523	5.564286277	20.9922861	4.61E-06	5.71E-05
fig|6666666.230262.peg.1838	0.544155448	9.936553121	20.97523889	4.65E-06	5.74E-05
fig|6666666.230262.peg.2448	-0.493447248	8.897663616	20.95085632	4.71E-06	5.79E-05
fig|6666666.230262.peg.2981	0.418007375	10.93156802	20.94753141	4.72E-06	5.79E-05
fig|6666666.230262.peg.2138	0.502863761	8.652742968	20.93801475	4.74E-06	5.81E-05
fig|6666666.230262.peg.875	1.161922259	4.692673771	20.92260968	4.78E-06	5.84E-05
fig|6666666.230262.peg.2201	0.513752531	8.999017138	20.82146132	5.04E-06	6.13E-05
fig|6666666.230262.peg.3468	-0.653486087	8.48454069	20.58485222	5.70E-06	6.92E-05
fig|6666666.230262.peg.2060	0.46263967	7.979515858	20.57517217	5.73E-06	6.94E-05
fig|6666666.230262.peg.3113	0.665689752	7.526842624	20.50948363	5.93E-06	7.16E-05
fig|6666666.230262.peg.1481	-0.87451274	6.254486039	20.49389417	5.98E-06	7.20E-05
fig|6666666.230262.peg.3978	0.495665652	7.97295061	20.47522944	6.04E-06	7.25E-05
fig|6666666.230262.peg.212	0.461735	8.050102103	20.45684295	6.10E-06	7.30E-05
fig|6666666.230262.peg.1839	0.461893289	8.714349446	20.45033973	6.12E-06	7.30E-05
fig|6666666.230262.peg.1739	0.450877593	8.69108034	20.44433039	6.14E-06	7.31E-05
fig|6666666.230262.peg.3345	0.789775955	7.319356359	20.43581075	6.17E-06	7.32E-05
fig|6666666.230262.peg.1620	0.593811013	7.694136807	20.39374859	6.30E-06	7.46E-05
fig|6666666.230262.peg.2084	0.464601526	8.07972768	20.30629048	6.60E-06	7.79E-05
fig|6666666.230262.peg.962	-0.880159904	6.414499724	20.243833	6.82E-06	8.03E-05
fig|6666666.230262.peg.14	0.540331359	8.261482522	20.22229125	6.89E-06	8.09E-05
fig|6666666.230262.peg.1231	-0.460020787	9.335806213	20.16659387	7.10E-06	8.30E-05
fig|6666666.230262.peg.1903	0.486528297	8.454096949	20.16438918	7.11E-06	8.30E-05
fig|6666666.230262.peg.69	-0.7077294	7.285559867	20.14264606	7.19E-06	8.37E-05
fig|6666666.230262.peg.973	-0.742033751	6.733378813	20.10874233	7.32E-06	8.48E-05
fig|6666666.230262.peg.2796	-0.938956459	6.403297635	20.10633434	7.33E-06	8.48E-05
fig|6666666.230262.peg.2193	-0.763589613	6.713150432	19.99633286	7.76E-06	8.96E-05
fig|6666666.230262.peg.1105	-0.554590024	7.51926635	19.97236683	7.86E-06	9.05E-05
fig|6666666.230262.peg.1522	0.878000987	5.446228931	19.96085401	7.90E-06	9.08E-05
fig|6666666.230262.peg.3836	-0.735375043	6.749418686	19.93324255	8.02E-06	9.19E-05
fig|6666666.230262.peg.2459	0.531635336	7.436037967	19.91870196	8.08E-06	9.24E-05
fig|6666666.230262.peg.4312	-1.567099902	4.698251168	19.85414533	8.36E-06	9.53E-05
fig|6666666.230262.peg.2753	0.708124922	6.367335826	19.83417462	8.45E-06	9.60E-05
fig|6666666.230262.peg.766	2.126954978	2.844990284	19.81814011	8.52E-06	9.66E-05
fig|6666666.230262.peg.65	0.830725105	6.010415161	19.79499681	8.62E-06	9.75E-05
fig|6666666.230262.peg.3621	0.612945604	6.988626574	19.76453958	8.76E-06	9.88E-05
fig|6666666.230262.peg.3569	0.524046644	7.753888751	19.7246083	8.94E-06	0.00010064
fig|6666666.230262.peg.1046	0.864331433	5.9329323	19.59236098	9.59E-06	0.000107391
fig|6666666.230262.peg.1416	0.649479679	6.362904938	19.59064078	9.59E-06	0.000107391
fig|6666666.230262.peg.2679	0.985187413	5.234102945	19.55618445	9.77E-06	0.000109064
fig|6666666.230262.peg.2081	0.673289545	7.668070794	19.54349693	9.83E-06	0.000109508
fig|6666666.230262.peg.928	-0.635957999	7.237465053	19.4938075	1.01E-05	0.000112106
fig|6666666.230262.peg.2896	0.404785827	9.052634079	19.41619202	1.05E-05	0.000116457
fig|6666666.230262.peg.1919	0.512909864	9.501066097	19.39035704	1.07E-05	0.000117742
fig|6666666.230262.peg.1236	0.474309446	7.984382165	19.37389371	1.07E-05	0.000118459
fig|6666666.230262.peg.2881	-1.034191393	5.451733314	19.36002314	1.08E-05	0.00011902
fig|6666666.230262.peg.2819	-0.641861797	7.617450276	19.27657267	1.13E-05	0.000124022
fig|6666666.230262.peg.185	-0.966793828	6.270600396	19.22308443	1.16E-05	0.000127224
fig|6666666.230262.peg.3730	0.47202234	9.333247698	19.1419167	1.21E-05	0.000132416
fig|6666666.230262.peg.4325	-0.568082816	7.432402704	19.13405366	1.22E-05	0.000132628
fig|6666666.230262.peg.1135	-0.551476892	7.846515915	19.11298961	1.23E-05	0.000133764
fig|6666666.230262.peg.1264	0.510677223	7.505560897	19.10159157	1.24E-05	0.000134229
fig|6666666.230262.peg.851	1.42137181	3.862298649	19.08260899	1.25E-05	0.000135232
fig|6666666.230262.peg.548	-0.510644288	7.833993043	19.07746181	1.26E-05	0.00013526
fig|6666666.230262.peg.2270	0.784090145	6.066724035	19.05700412	1.27E-05	0.000136379
fig|6666666.230262.peg.3732	0.49700669	7.520071979	18.9528652	1.34E-05	0.000143672
fig|6666666.230262.peg.75	0.5238035	8.306941798	18.9344757	1.35E-05	0.000144706
fig|6666666.230262.peg.931	-0.68576814	6.882981355	18.90659725	1.37E-05	0.000146474
fig|6666666.230262.peg.2444	-0.581409202	7.823659863	18.85281785	1.41E-05	0.000150292
fig|6666666.230262.peg.1324	-0.684311401	7.194293686	18.82258131	1.43E-05	0.000152319
fig|6666666.230262.peg.57	0.528235909	9.945327322	18.73033804	1.51E-05	0.000159477
fig|6666666.230262.peg.2169	0.699076991	6.285073688	18.67406621	1.55E-05	0.000163853
fig|6666666.230262.peg.3263	-0.696187707	6.849459443	18.65247704	1.57E-05	0.000165315
fig|6666666.230262.peg.924	-1.125737935	5.728577968	18.61503936	1.60E-05	0.000167843
fig|6666666.230262.peg.3185	-0.41873043	9.27916797	18.61428732	1.60E-05	0.000167843
fig|6666666.230262.peg.3344	0.556363481	7.206397827	18.51636738	1.68E-05	0.000176264
fig|6666666.230262.peg.55	0.495169864	7.444331412	18.50176061	1.70E-05	0.000177192
fig|6666666.230262.peg.408	-0.541247106	7.590613104	18.45210381	1.74E-05	0.000181432
fig|6666666.230262.peg.755	0.504414762	7.465267546	18.40906721	1.78E-05	0.000185131
fig|6666666.230262.peg.2711	-0.520132675	9.053322221	18.39240744	1.80E-05	0.00018631
fig|6666666.230262.peg.1920	0.691500365	6.073273366	18.37421343	1.81E-05	0.000187649
fig|6666666.230262.peg.966	0.684993412	6.349546824	18.2801139	1.91E-05	0.00019668
fig|6666666.230262.peg.3618	0.512100177	9.648849859	18.22294347	1.96E-05	0.000202192
fig|6666666.230262.peg.2795	-0.885910355	6.034626585	18.21549698	1.97E-05	0.000202503
fig|6666666.230262.peg.867	0.40039052	11.20172514	18.19598659	1.99E-05	0.000204104
fig|6666666.230262.peg.708	0.718971964	6.716046029	18.13021579	2.06E-05	0.000210778
fig|6666666.230262.peg.497	-0.656502705	7.118230867	18.09523991	2.10E-05	0.00021418
fig|6666666.230262.peg.553	-0.656743775	7.005676448	18.06366941	2.14E-05	0.00021725
fig|6666666.230262.peg.3784	0.40325588	9.053601155	17.9853113	2.23E-05	0.000225619
fig|6666666.230262.peg.3659	0.48149215	7.757545893	17.98279054	2.23E-05	0.000225619
fig|6666666.230262.peg.3338	0.5747964	9.63872788	17.95706391	2.26E-05	0.000228156
fig|6666666.230262.peg.1951	-0.547837337	7.332080544	17.92524027	2.30E-05	0.000231464
fig|6666666.230262.peg.929	0.494165252	8.179025154	17.89853515	2.33E-05	0.00023419
fig|6666666.230262.peg.2615	-0.800845726	7.15493418	17.8647708	2.37E-05	0.00023783
fig|6666666.230262.peg.4008	0.600790573	8.835598454	17.73124024	2.54E-05	0.000254531
fig|6666666.230262.peg.4261	0.4948823	7.614843622	17.69041395	2.60E-05	0.000259454
fig|6666666.230262.peg.917	0.444094562	8.415944131	17.66205252	2.64E-05	0.000262746
fig|6666666.230262.peg.1893	-0.722787196	6.367752741	17.59448628	2.73E-05	0.000271624
fig|6666666.230262.peg.1418	0.684269565	6.24109681	17.58930611	2.74E-05	0.000271742
fig|6666666.230262.peg.2112	0.573948242	7.311709369	17.55389157	2.79E-05	0.000276218
fig|6666666.230262.peg.961	-1.01935853	5.639680348	17.44310125	2.96E-05	0.000292125
fig|6666666.230262.peg.3450	0.389288532	8.948313823	17.40969403	3.01E-05	0.000296629
fig|6666666.230262.peg.81	-0.707144253	6.968749241	17.3525082	3.10E-05	0.000304997
fig|6666666.230262.peg.4380	-0.505757075	7.90525782	17.32998826	3.14E-05	0.000307934
fig|6666666.230262.peg.823	0.415647899	8.695003989	17.32191269	3.16E-05	0.000308547
fig|6666666.230262.peg.1941	-1.017991778	5.431293686	17.27606808	3.23E-05	0.000315238
fig|6666666.230262.peg.2916	-0.537771885	7.703290365	17.27258666	3.24E-05	0.000315238
fig|6666666.230262.peg.522	-0.635504826	8.257685919	17.20966657	3.35E-05	0.000325122
fig|6666666.230262.peg.2304	0.587979246	7.187125229	17.16020516	3.44E-05	0.000332952
fig|6666666.230262.peg.4264	0.670593405	6.394164711	17.00722767	3.72E-05	0.000360076
fig|6666666.230262.peg.517	-1.091359997	5.16790472	16.98974742	3.76E-05	0.000362597
fig|6666666.230262.peg.1837	0.523439297	10.0971938	16.96147054	3.81E-05	0.000366911
fig|6666666.230262.peg.3572	0.897713654	7.875438641	16.95885554	3.82E-05	0.000366911
fig|6666666.230262.peg.104	-0.572907082	7.476372379	16.88857775	3.96E-05	0.000379907
fig|6666666.230262.peg.778	0.359580758	11.65712184	16.86551453	4.01E-05	0.000383702
fig|6666666.230262.peg.2733	0.387394581	8.79562901	16.78249662	4.19E-05	0.000399977
fig|6666666.230262.peg.1857	0.915724749	5.478771699	16.69816376	4.38E-05	0.000417237
fig|6666666.230262.peg.1954	-0.656414982	7.089994885	16.67606411	4.43E-05	0.000421201
fig|6666666.230262.peg.3693	-0.756701136	7.522294052	16.64039795	4.52E-05	0.000428256
fig|6666666.230262.peg.2749	-0.664624101	6.829095781	16.57664757	4.67E-05	0.000441928
fig|6666666.230262.peg.1102	-0.69612671	6.314134103	16.5120582	4.83E-05	0.000456244
fig|6666666.230262.peg.2503	-0.436280894	8.154396199	16.49535419	4.88E-05	0.000459281
fig|6666666.230262.peg.2222	0.405821912	9.883247465	16.44192904	5.02E-05	0.000471383
fig|6666666.230262.peg.54	-0.448439621	8.322559452	16.41731554	5.08E-05	0.000476509
fig|6666666.230262.peg.3793	-0.396679759	8.968455956	16.39422908	5.14E-05	0.000481307
fig|6666666.230262.peg.3465	-1.3912382	4.989913478	16.35998409	5.24E-05	0.000489026
fig|6666666.230262.peg.975	-0.690793864	6.487693134	16.30985904	5.38E-05	0.000501053
fig|6666666.230262.peg.574	-0.569653719	7.778625927	16.25844966	5.53E-05	0.000513729
fig|6666666.230262.peg.4364	0.47483521	8.811821566	16.24671699	5.56E-05	0.000515813
fig|6666666.230262.peg.3863	0.385644814	10.96253021	16.1677711	5.80E-05	0.000536614
fig|6666666.230262.peg.4071	-0.515856438	7.591250052	16.14991924	5.85E-05	0.00054054
fig|6666666.230262.peg.3664	0.500624706	7.429523015	16.04715958	6.18E-05	0.000569467
fig|6666666.230262.peg.1297	-0.725815546	6.306994732	16.00581417	6.31E-05	0.000580803
fig|6666666.230262.peg.4011	0.452872018	9.205750379	15.92667968	6.58E-05	0.000604314
fig|6666666.230262.peg.1210	-0.493971552	7.578779852	15.82866011	6.93E-05	0.000635093
fig|6666666.230262.peg.2868	0.780227386	5.700191586	15.81251097	6.99E-05	0.000639185
fig|6666666.230262.peg.3071	0.44119343	7.799063877	15.80546456	7.02E-05	0.000640219
fig|6666666.230262.peg.4012	0.38797802	10.85264582	15.77133259	7.15E-05	0.000650504
fig|6666666.230262.peg.1075	-0.430320461	8.853099835	15.76333626	7.18E-05	0.00065189
fig|6666666.230262.peg.1913	0.632314638	7.006525958	15.71674773	7.36E-05	0.000666746
fig|6666666.230262.peg.3184	-0.522192987	9.57608194	15.68338545	7.49E-05	0.000677194
fig|6666666.230262.peg.1610	0.513634128	7.216481316	15.66416131	7.56E-05	0.000682687
fig|6666666.230262.peg.1288	0.38229123	8.743466252	15.65728457	7.59E-05	0.000683734
fig|6666666.230262.peg.3993	0.52265094	7.780644323	15.65340121	7.61E-05	0.000683734
fig|6666666.230262.peg.792	0.333038841	9.658349795	15.61282087	7.77E-05	0.000697118
fig|6666666.230262.peg.2121	0.389668368	8.475416857	15.54742558	8.05E-05	0.00072016
fig|6666666.230262.peg.3576	0.351472394	10.06083695	15.53148836	8.11E-05	0.000723648
fig|6666666.230262.peg.2788	-0.408593943	8.679215222	15.53049549	8.12E-05	0.000723648
fig|6666666.230262.peg.4164	2.447838722	2.449433319	15.4311043	8.56E-05	0.000761153
fig|6666666.230262.peg.874	0.699105178	5.721194169	15.35616025	8.90E-05	0.000790325
fig|6666666.230262.peg.4134	-0.522828187	7.506165657	15.34407269	8.96E-05	0.000793771
fig|6666666.230262.peg.3873	0.375345913	11.00191066	15.30850442	9.13E-05	0.000807207
fig|6666666.230262.peg.503	-0.84027859	5.855053792	15.17743172	9.79E-05	0.000863454
fig|6666666.230262.peg.4378	0.55077126	6.608584876	15.15106892	9.92E-05	0.000873815
fig|6666666.230262.peg.1055	0.781144806	6.728564632	15.07355123	0.000103402	0.000908595
fig|6666666.230262.peg.3739	-0.496909683	7.673511704	14.97996577	0.000108659	0.000952853
fig|6666666.230262.peg.2427	-0.441416335	8.240877634	14.97013866	0.000109226	0.000955893
fig|6666666.230262.peg.2906	0.720401726	5.822937541	14.95448867	0.000110136	0.000961911
fig|6666666.230262.peg.3340	0.584785496	7.946149578	14.93964409	0.000111006	0.000967097
fig|6666666.230262.peg.460	0.354339749	9.995965729	14.93675197	0.000111176	0.000967097
fig|6666666.230262.peg.1784	0.552831666	7.13307021	14.89154698	0.000113872	0.000988565
fig|6666666.230262.peg.1247	0.894495781	5.552530959	14.83797416	0.000117153	0.001015011
fig|6666666.230262.peg.1747	0.443889349	8.093662799	14.80652494	0.000119123	0.001030018
fig|6666666.230262.peg.1308	-0.399198125	8.593570514	14.75918394	0.000122151	0.00105232
fig|6666666.230262.peg.3534	-0.444976626	7.802699434	14.75861941	0.000122188	0.00105232
fig|6666666.230262.peg.2551	0.864960117	6.606090835	14.74848957	0.000122846	0.001054334
fig|6666666.230262.peg.1108	-0.78665579	6.355339776	14.74753319	0.000122908	0.001054334
fig|6666666.230262.peg.2917	-0.47529891	7.53550958	14.69059193	0.000126677	0.001084516
fig|6666666.230262.peg.1871	-0.551317214	7.299412477	14.67868622	0.00012748	0.001089235
fig|6666666.230262.peg.2789	-0.775610085	6.417387662	14.6221394	0.000131362	0.001119827
fig|6666666.230262.peg.2109	0.45490507	7.495489342	14.61905952	0.000131577	0.001119827
fig|6666666.230262.peg.1480	-0.696095131	6.300010492	14.58781338	0.000133777	0.001136317
fig|6666666.230262.peg.2823	0.791455573	5.903085948	14.57898069	0.000134405	0.001139421
fig|6666666.230262.peg.1966	-1.065207756	5.177446945	14.56384655	0.000135489	0.001146366
fig|6666666.230262.peg.4130	-5.783688486	2.238977785	14.54398629	0.000136925	0.001156256
fig|6666666.230262.peg.4038	0.539230823	6.764428144	14.53028201	0.000137925	0.001162431
fig|6666666.230262.peg.3204	0.412416592	7.793508388	14.51942877	0.000138721	0.001166876
fig|6666666.230262.peg.2867	0.546165393	7.016996835	14.51451214	0.000139084	0.001167658
fig|6666666.230262.peg.3085	0.421587567	8.213007742	14.49686522	0.000140393	0.001176368
fig|6666666.230262.peg.3721	0.607821673	6.412828035	14.46315367	0.000142928	0.001195299
fig|6666666.230262.peg.3092	0.398894892	8.623378829	14.42622756	0.000145758	0.001216617
fig|6666666.230262.peg.3384	0.818002212	5.232002929	14.40400359	0.000147488	0.001228692
fig|6666666.230262.peg.621	0.583009167	6.382742471	14.39345325	0.000148317	0.001233224
fig|6666666.230262.peg.1701	-0.770136695	6.077576652	14.36173884	0.000150836	0.001251768
fig|6666666.230262.peg.2005	1.790961192	3.128550376	14.31777417	0.0001544	0.001276779
fig|6666666.230262.peg.4166	0.417412602	8.455042385	14.31404086	0.000154707	0.001276779
fig|6666666.230262.peg.2489	-0.684429323	6.837821686	14.31370481	0.000154734	0.001276779
fig|6666666.230262.peg.3298	0.538862128	7.408143216	14.26636517	0.000158675	0.001305866
fig|6666666.230262.peg.134	0.704249198	5.932205157	14.26414642	0.000158862	0.001305866
fig|6666666.230262.peg.443	-0.769941318	6.184152536	14.22606046	0.00016211	0.001330038
fig|6666666.230262.peg.3776	-0.522971613	7.59794014	14.22115187	0.000162533	0.001330991
fig|6666666.230262.peg.2991	-1.004665382	5.444946665	14.14607404	0.00016915	0.00138256
fig|6666666.230262.peg.3637	-0.53559524	7.125594662	14.1315164	0.000170464	0.001390676
fig|6666666.230262.peg.2516	-0.410106748	8.187315791	14.07271651	0.000175877	0.001430772
fig|6666666.230262.peg.2594	0.469979797	7.117902375	14.07097925	0.000176039	0.001430772
fig|6666666.230262.peg.1242	-0.544867832	7.81529858	14.04979167	0.000178034	0.001443333
fig|6666666.230262.peg.2540	0.362260754	9.181165027	14.04749639	0.000178251	0.001443333
fig|6666666.230262.peg.4374	1.024711541	4.900867139	14.01016468	0.000181825	0.001469526
fig|6666666.230262.peg.1617	-0.916820988	5.901737306	14.00169951	0.000182645	0.001473408
fig|6666666.230262.peg.3998	0.417023679	10.18832061	13.98626146	0.000184151	0.001481302
fig|6666666.230262.peg.1131	0.429367407	8.241797933	13.98466395	0.000184308	0.001481302
fig|6666666.230262.peg.1084	0.430772413	7.631664248	13.96936754	0.000185813	0.001490637
fig|6666666.230262.peg.635	-0.461251115	7.563992341	13.94719715	0.000188018	0.001505532
fig|6666666.230262.peg.17	0.417044502	8.517162974	13.93341906	0.000189401	0.001513809
fig|6666666.230262.peg.2178	-1.229607973	5.031861435	13.92497177	0.000190254	0.001517827
fig|6666666.230262.peg.1003	0.43478421	7.462190635	13.91599948	0.000191164	0.001522286
